,string_text
1715,"17. Go Tell the Fox (sampler) - Jim Ferguson (2020). Oh, the fucking ego. This is a set of tracks I made scoring an imaginary film. I actually enjoy it, and will listen to it on purpose, for pleasure.
"
1716,"18. The Next Day - David Bowie (2013).
"
1717,"19. Rough and Rowdy Ways - Bob Dylan (2020).
"
1718,"20. Second Childhood - Phoebe Snow (1976).
"
1719,"12/1/20 2:25 PM+1REPLY
"
1720,"12/1/20 2:40 PM0REPLY
"
1721,"01 Haim - Women in Music pt. III
"
1722,"02 The 1975 - Notes on a Conditional Form
"
1723,"03 Phoebe Bridgers - Punisher
"
1724,"04 The Weeknd - After Hours
"
1725,"05 Waxahatchee - Saint Cloud
"
1726,"06 Too Free - Love in High Demand
"
1727,"07 Trace Mountains - Lost In The Country
"
1728,"08 Perfume Genius - Set My Heart on Fire Immediately
"
1729,"09 Andy Shauf - Neon Skyline
"
1730,"10 Lady Gaga - Chromatica
"
1731,"12/1/20 2:27 PM+2REPLY
"
1732,"1: Nation of Language - Introduction, Presence
"
1733,"2: Moaning - Uneasy Laughter
"
1734,"3: Escape Roots - Pack Up and Run
"
1735,"4: The Wants - Container
"
1736,"5: Sea Wolf - Through a Dark Wood
"
1737,"6: Andy Shauf - The Neon Skyline
"
1738,"7: Jessie Ware - What's Your Pleasure?
"
1739,"8: Ane Brun - After The Great Storm
"
1740,"9: The James Hunter Six - Nick of Time
"
1741,"10: Johanna Warren - Chaotic Good
"
1742,"11: Lola Marsh - Someday Tomorrow Maybe
"
1743,"12: Ultraista - Sister
"
1744,"13: HAIM - Women in Music Part III
"
1745,"14: Agnes Obel - Myopia
"
1746,"15: Siti Muharam - Siti of Unguja (Romance Revolution on Zanzibar)
"
1747,"16: Sevdaliza - Shabrang
"
1748,"17: Dool - Summerland
"
1749,"18: Devon Gilfillian - Black Hole Rainbow
"
1750,"19: La Roux - Supervision
"
1751,"20: Nadia Reid - Out of my Province
"
1752,"21: Various Artists - Penrose Records Vol. 1
"
1753,"22: I Don't Know How But They Found Me - Razzmatazz
"
1754,"23: Keleketla! - Keleketla!
"
1755,"24: A.A. Williams - Forever Blue
"
1756,"25: Becca Mancari - The Greatest Part
"
1757,"12/1/20 2:27 PM+1REPLY
"
1758,"12/1/20 2:49 PM0REPLY
"
1759,"12/1/20 2:34 PM+1REPLY
"
1760,"12/1/20 2:46 PM0REPLY
"
